"dataset","transformation","host_variable","Variable.Description","otu","estimate","direction","rank_within_direction","Phylum","raw_genus_label","annotation_label_clean"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1322",27.3728277252403,"positive",1,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus579",25.8095780624471,"positive",2,"Firmicutes","Incertae_Sedis",NA
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus233",25.2390958611903,"positive",3,"Bacteroidetes","Phocaeicola","Phocaeicola"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus603",22.9924609486363,"positive",4,"Firmicutes","Johnsonella","Johnsonella"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1063",21.3493952579162,"positive",5,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus555",19.7907890263422,"positive",6,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus319",18.7599326109592,"positive",7,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1228",18.1572456227913,"positive",8,"Proteobacteria","Actinobacillus","Actinobacillus"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1234",17.9837081701441,"positive",9,"Proteobacteria","Mannheimia","Mannheimia"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus644",17.6169097765796,"positive",10,"Firmicutes","Peptococcus","Peptococcus"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1133",15.0029947340016,"positive",11,"Proteobacteria","Campylobacter","Campylobacter"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1139",14.9911741825078,"positive",12,"Proteobacteria","Wolinella","Wolinella"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus255",14.9580226734399,"positive",13,"Bacteroidetes","Tannerella","Tannerella"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus528",13.5137351250033,"positive",14,"Firmicutes","Lactococcus","Lactococcus"
"exWAS","clr","URX1DC","N-Acetyl-S-(1,2-dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus1090",11.6909378381018,"positive",15,"Proteobacteria","Desulfobulbus","Desulfobulbus"
"exWAS","clr","URX2DC","N-Acetyl-S-(2,2-Dichlorovinyl)-L-Cysteine (ng/mL)","RSV_genus475",5.41622933925818,"positive",1,"Firmicutes","Gemella","Gemella"
"exWAS","clr","URX2MH","2-Methylhippuric acid (ng/mL)","RSV_genus1060",0.000281603162312882,"positive",1,"Proteobacteria","Eikenella","Eikenella"
"exWAS","clr","URX2MH","2-Methylhippuric acid (ng/mL)","RSV_genus1090",0.000175167402256031,"positive",2,"Proteobacteria","Desulfobulbus","Desulfobulbus"
"exWAS","clr","URX2MH","2-Methylhippuric acid (ng/mL)","RSV_genus1137",7.46704617468887e-05,"positive",3,"Proteobacteria","Rs-M59_termite_group","Rs-M59"
"exWAS","clr","URX2MH","2-Methylhippuric acid (ng/mL)","RSV_genus1079",6.44459805120283e-05,"positive",4,"Proteobacteria","Propionivibrio","Propionivibrio"
"exWAS","clr","URXPHE","N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-Cysteine(ng/mL)","RSV_genus1096",0.00574062952886971,"positive",1,"Proteobacteria","Bilophila","Bilophila"
"exWAS","clr","URXPHE","N-Acetyl-S-(phenyl-2-hydroxyethyl)-L-Cysteine(ng/mL)","RSV_genus204",0.00352581921224213,"positive",2,"Actinobacteria","Slackia","Slackia"
"exWAS","clr","URXTCV","N-Acetyl-S-(trichlorovinyl)-L-Cysteine(ng/mL)","RSV_genus698",9.25123524475486,"positive",1,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","URXTCV","N-Acetyl-S-(trichlorovinyl)-L-Cysteine(ng/mL)","RSV_genus993",8.08652841534566,"positive",2,"Proteobacteria","Lautropia","Lautropia"
"exWAS","clr","URXTCV","N-Acetyl-S-(trichlorovinyl)-L-Cysteine(ng/mL)","RSV_genus1322",6.47661631505408,"positive",3,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","URXTCV","N-Acetyl-S-(trichlorovinyl)-L-Cysteine(ng/mL)","RSV_genus38",-2.24971337749655,"negative",1,"Actinobacteria","Mobiluncus","Mobiluncus"
"exWAS","clr","PAQ_recreation_vigorous_met","MET Vigorous Leisure Per Week","RSV_genus568",-7.24853388765726e-05,"negative",1,"Firmicutes","Parvimonas","Parvimonas"
"exWAS","clr","PAQ_recreation_vigorous_met","MET Vigorous Leisure Per Week","RSV_genus726",-6.15174897477873e-05,"negative",2,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","PAQ_recreation_vigorous_met","MET Vigorous Leisure Per Week","RSV_genus255",-5.70755601499448e-05,"negative",3,"Bacteroidetes","Tannerella","Tannerella"
"exWAS","clr","PAQ_recreation_vigorous_met","MET Vigorous Leisure Per Week","RSV_genus555",-4.22030823816988e-05,"negative",4,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"exWAS","clr","PAQ_recreation_vigorous_met","MET Vigorous Leisure Per Week","RSV_genus233",-3.11227733868745e-05,"negative",5,"Bacteroidetes","Phocaeicola","Phocaeicola"
"exWAS","clr","PAQ_recreation_vigorous_week","Vigorous Leisure Per Week","RSV_genus568",-0.000579882711012581,"negative",1,"Firmicutes","Parvimonas","Parvimonas"
"exWAS","clr","PAQ_recreation_vigorous_week","Vigorous Leisure Per Week","RSV_genus726",-0.000492139917982299,"negative",2,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","PAQ_recreation_vigorous_week","Vigorous Leisure Per Week","RSV_genus255",-0.000456604481199558,"negative",3,"Bacteroidetes","Tannerella","Tannerella"
"exWAS","clr","PAQ_recreation_vigorous_week","Vigorous Leisure Per Week","RSV_genus555",-0.000337624659053591,"negative",4,"Firmicutes","Defluviitaleaceae_UCG-011","Defluviitaleaceae"
"exWAS","clr","PAQ_recreation_vigorous_week","Vigorous Leisure Per Week","RSV_genus233",-0.000248982187094996,"negative",5,"Bacteroidetes","Phocaeicola","Phocaeicola"
"exWAS","clr","PAQ_total_met","MET Total","RSV_genus1241",-1.14098039704118e-05,"negative",1,"Proteobacteria","Moraxella","Moraxella"
"exWAS","clr","PAQ_walk_met","MET Walk Per Week","RSV_genus132",-7.42134401337928e-06,"negative",1,"Actinobacteria","Micrococcus","Micrococcus"
"exWAS","clr","PAQ_walk_week","Walk Activity Per Week","RSV_genus132",-2.96853760535171e-05,"negative",1,"Actinobacteria","Micrococcus","Micrococcus"
"exWAS","clr","PAQ_work_moderate_met","MET Moderate Work Per Week","RSV_genus578",2.6797308685122e-05,"positive",1,"Firmicutes","Family_XIII_UCG-001","Family"
"exWAS","clr","PAQ_work_moderate_week","Moderate Work Per Week","RSV_genus578",0.000107189234740488,"positive",1,"Firmicutes","Family_XIII_UCG-001","Family"
"exWAS","clr","PAQ_work_vigorous_met","MET Vigorous Work Per Week","RSV_genus1285",-3.98473455023689e-06,"negative",1,"Proteobacteria","Xanthomonas","Xanthomonas"
"exWAS","clr","PAQ_work_vigorous_met","MET Vigorous Work Per Week","RSV_genus1257",-2.50331181415136e-06,"negative",2,"Proteobacteria","Aliivibrio","Aliivibrio"
"exWAS","clr","PAQ_work_vigorous_week","Vigorous Work Per Week","RSV_genus1285",-3.18778764018951e-05,"negative",1,"Proteobacteria","Xanthomonas","Xanthomonas"
"exWAS","clr","PAQ_work_vigorous_week","Vigorous Work Per Week","RSV_genus1257",-2.00264945132109e-05,"negative",2,"Proteobacteria","Aliivibrio","Aliivibrio"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus731",1.09979423588853,"positive",1,"Firmicutes","Megasphaera","Megasphaera"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus45",1.02566093134129,"positive",2,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus646",0.962996799893712,"positive",3,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus726",0.937711265959794,"positive",4,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus1322",0.908198194963862,"positive",5,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus193",0.875731852409211,"positive",6,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus1309",0.825529058245938,"positive",7,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus196",0.78685873595555,"positive",8,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus49",0.736511133734761,"positive",9,"Actinobacteria","Parascardovia","Parascardovia"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus579",0.705980683700333,"positive",10,"Firmicutes","Incertae_Sedis",NA
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus737",0.633879205499449,"positive",11,"Firmicutes","Selenomonas_4","Selenomonas"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus600",0.41397567306686,"positive",12,"Firmicutes","Howardella","Howardella"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus1063",-1.47407342765608,"negative",1,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","SMQ710","During the past 5 days {including today}, on how many days did {you/he/she}","RSV_genus1233",-0.802209968141284,"negative",2,"Proteobacteria","Haemophilus","Haemophilus"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus1063",0.924219548010483,"positive",1,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus993",0.922576557594885,"positive",2,"Proteobacteria","Lautropia","Lautropia"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus1233",0.718665478484298,"positive",3,"Proteobacteria","Haemophilus","Haemophilus"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus262",0.565910368164359,"positive",4,"Bacteroidetes","Prevotella_6","Prevotella"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus627",0.537715710154409,"positive",5,"Firmicutes","Oribacterium","Oribacterium"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus475",0.533954148795994,"positive",6,"Firmicutes","Gemella","Gemella"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus511",0.482893901740218,"positive",7,"Firmicutes","Granulicatella","Granulicatella"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus318",0.439874234914415,"positive",8,"Bacteroidetes","Bergeyella","Bergeyella"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus263",0.357014818315874,"positive",9,"Bacteroidetes","Prevotella_7","Prevotella"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus45",-1.03553784571864,"negative",1,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus698",-1.01105552189863,"negative",2,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus1309",-0.860964984139333,"negative",3,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus630",-0.609506047951374,"negative",4,"Firmicutes","Shuttleworthia","Shuttleworthia"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus49",-0.507217953951114,"negative",5,"Actinobacteria","Parascardovia","Parascardovia"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus600",-0.434625162931946,"negative",6,"Firmicutes","Howardella","Howardella"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus1137",-0.0989043582199347,"negative",7,"Proteobacteria","Rs-M59_termite_group","Rs-M59"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus971",-0.0978944916385702,"negative",8,"Proteobacteria","Sphingomonas","Sphingomonas"
"exWAS","clr","SMQ725","When did {you/he/she} smoke {your/his/her} last cigarette? Was it...","RSV_genus525",-0.0441525501984761,"negative",9,"Firmicutes","Weissella","Weissella"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus519",1.71999552363304,"positive",1,"Firmicutes","Lactobacillus","Lactobacillus"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus45",1.13204801863901,"positive",2,"Actinobacteria","Bifidobacterium","Bifidobacterium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus698",1.06538683140814,"positive",3,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus579",0.90156881255149,"positive",4,"Firmicutes","Incertae_Sedis",NA
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1309",0.762647471928153,"positive",5,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1322",0.762021206763531,"positive",6,"Tenericutes","Mycoplasma","Mycoplasma"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus646",0.746985565856297,"positive",7,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus582",0.681357108464226,"positive",8,"Firmicutes","Eubacterium","Eubacterium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus726",0.674951386207106,"positive",9,"Firmicutes","Anaeroglobus","Anaeroglobus"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1307",0.669494551483013,"positive",10,"Spirochaetae","Treponema_2","Treponema"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus49",0.610135755389138,"positive",11,"Actinobacteria","Parascardovia","Parascardovia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus196",0.595663699191395,"positive",12,"Actinobacteria","Cryptobacterium","Cryptobacterium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus51",0.575739816256979,"positive",13,"Actinobacteria","Scardovia","Scardovia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus44",0.535946174547489,"positive",14,"Actinobacteria","Alloscardovia","Alloscardovia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus193",0.476540295932825,"positive",15,"Actinobacteria","Atopobium","Atopobium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1063",-1.75410242676839,"negative",1,"Proteobacteria","Neisseria","Neisseria"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1228",-1.30828834649363,"negative",2,"Proteobacteria","Actinobacillus","Actinobacillus"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus993",-1.20846109426051,"negative",3,"Proteobacteria","Lautropia","Lautropia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1234",-0.98502483075645,"negative",4,"Proteobacteria","Mannheimia","Mannheimia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus499",-0.963855467183732,"negative",5,"Firmicutes","Abiotrophia","Abiotrophia"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1233",-0.918488661898032,"negative",6,"Proteobacteria","Haemophilus","Haemophilus"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus318",-0.837096388221326,"negative",7,"Bacteroidetes","Bergeyella","Bergeyella"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1161",-0.830581008635222,"negative",8,"Proteobacteria","Cardiobacterium","Cardiobacterium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus650",-0.822347220250903,"negative",9,"Firmicutes","Peptostreptococcus","Peptostreptococcus"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus1229",-0.696250504755037,"negative",10,"Proteobacteria","Aggregatibacter","Aggregatibacter"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus475",-0.684730630126716,"negative",11,"Firmicutes","Gemella","Gemella"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus319",-0.622902669099152,"negative",12,"Bacteroidetes","Capnocytophaga","Capnocytophaga"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus683",-0.476867067177837,"negative",13,"Firmicutes","Ruminococcaceae_UCG-014","Ruminococcaceae"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus583",-0.446859648914912,"negative",14,"Firmicutes","Eubacterium","Eubacterium"
"exWAS","clr","SMQ_current_ever_never","Smoking: current, ever, never","RSV_genus644",-0.444811205897012,"negative",15,"Firmicutes","Peptococcus","Peptococcus"
"exWAS","clr","SMD415","Total number of smokers inside home.","RSV_genus646",0.738095936592157,"positive",1,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","SMD415","Total number of smokers inside home.","RSV_genus1307",0.496906875674304,"positive",2,"Spirochaetae","Treponema_2","Treponema"
"exWAS","clr","SMD415","Total number of smokers inside home.","RSV_genus1309",0.417957288998588,"positive",3,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","SMD415","Total number of smokers inside home.","RSV_genus1090",0.379724463622715,"positive",4,"Proteobacteria","Desulfobulbus","Desulfobulbus"
"exWAS","clr","SMD415","Total number of smokers inside home.","RSV_genus560",0.364706362600669,"positive",5,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"exWAS","clr","SMD415A","Total number of cigarette smokers inside home.","RSV_genus646",0.693338284364882,"positive",1,"Firmicutes","Filifactor","Filifactor"
"exWAS","clr","SMD415A","Total number of cigarette smokers inside home.","RSV_genus560",0.361541993752018,"positive",2,"Firmicutes","Pseudoramibacter","Pseudoramibacter"
"exWAS","clr","HOQ065","Is this {mobile home/house/apartment} owned, being bought, rented, or occup","RSV_genus1234",3.23873571503364,"positive",1,"Proteobacteria","Mannheimia","Mannheimia"
"exWAS","clr","HOQ065","Is this {mobile home/house/apartment} owned, being bought, rented, or occup","RSV_genus1309",2.85153717977984,"positive",2,"Synergistetes","Fretibacterium","Fretibacterium"
"exWAS","clr","HOQ065","Is this {mobile home/house/apartment} owned, being bought, rented, or occup","RSV_genus698",2.48089508599969,"positive",3,"Firmicutes","Bulleidia","Bulleidia"
"exWAS","clr","HOQ065","Is this {mobile home/house/apartment} owned, being bought, rented, or occup","RSV_genus1299",2.3539621281955,"positive",4,"Saccharibacteria","Candidatus_Saccharimonas","Candidatus"
